row_id,row_id_matched.x,participant,file,trial_index.x,trial_index.y,trial_index_matched,prop_correct.x,effort.x,reliability_index.x,reliability_index_n,reliability_index_play.x,reliability_effort_difference,row_id_matched.y,prop_correct.y,effort.y,reliability_index.y,reliability_index_play.y,duplicate
5d4c57f398b7a800018eb77a ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_nm_h2_1_ch2_calibrated_noise5snr.wav,5d4c57f398b7a800018eb77a ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_nm_h2_1_ch2_calibrated_noise5snr.wav_135,5d4c57f398b7a800018eb77a,sim_oc16_habitual_nm_h2_1_ch2_calibrated_noise5snr,133,135,135,1,52,5-1,5,1,NA,5d4c57f398b7a800018eb77a ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_nm_h2_1_ch2_calibrated_noise5snr.wav_297,1,54,5-2,2,FALSE
5d4c57f398b7a800018eb77a ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_nm_h2_10_ch2_calibrated_noise5snr.wav,5d4c57f398b7a800018eb77a ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_nm_h2_10_ch2_calibrated_noise5snr.wav_63,5d4c57f398b7a800018eb77a,sim_oc16_habitual_nm_h2_10_ch2_calibrated_noise5snr,61,63,63,0.8,54,3-1,3,1,NA,5d4c57f398b7a800018eb77a ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_nm_h2_10_ch2_calibrated_noise5snr.wav_249,0.8,56,3-2,2,FALSE
5d4c57f398b7a800018eb77a ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_nm_h2_5_ch2_calibrated_noise5snr.wav,5d4c57f398b7a800018eb77a ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_nm_h2_5_ch2_calibrated_noise5snr.wav_273,5d4c57f398b7a800018eb77a,sim_oc16_habitual_nm_h2_5_ch2_calibrated_noise5snr,271,273,273,0.8,58,2-1,2,1,NA,5d4c57f398b7a800018eb77a ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_nm_h2_5_ch2_calibrated_noise5snr.wav_441,0.6,46,2-2,2,FALSE
5d4c57f398b7a800018eb77a ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_kn_h4_9_ch2_calibrated_noise5snr.wav,5d4c57f398b7a800018eb77a ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_kn_h4_9_ch2_calibrated_noise5snr.wav_39,5d4c57f398b7a800018eb77a,sim_oc16_loud_kn_h4_9_ch2_calibrated_noise5snr,37,39,39,0,96,9-1,9,1,NA,5d4c57f398b7a800018eb77a ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_kn_h4_9_ch2_calibrated_noise5snr.wav_339,0.8,68,9-2,2,FALSE
5d4c57f398b7a800018eb77a ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_nm_h10_3_ch2_calibrated_noise5snr.wav,5d4c57f398b7a800018eb77a ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_nm_h10_3_ch2_calibrated_noise5snr.wav_75,5d4c57f398b7a800018eb77a,sim_oc16_loud_nm_h10_3_ch2_calibrated_noise5snr,73,75,75,1,53,11-1,11,1,NA,5d4c57f398b7a800018eb77a ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_nm_h10_3_ch2_calibrated_noise5snr.wav_453,1,42,11-2,2,FALSE
5d4c57f398b7a800018eb77a ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_nm_h10_9_ch2_calibrated_noise5snr.wav,5d4c57f398b7a800018eb77a ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_nm_h10_9_ch2_calibrated_noise5snr.wav_45,5d4c57f398b7a800018eb77a,sim_oc16_loud_nm_h10_9_ch2_calibrated_noise5snr,43,45,45,0.6,73,12-1,12,1,NA,5d4c57f398b7a800018eb77a ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_nm_h10_9_ch2_calibrated_noise5snr.wav_387,1,54,12-2,2,FALSE
5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_2_ch2_calibrated_noise5snr.wav,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_2_ch2_calibrated_noise5snr.wav_165,5d5b0dd7c032a2001ad7cf5d,sim_oc06_clear_kn_h17_2_ch2_calibrated_noise5snr,163,165,165,0.8,40,6-1,6,1,NA,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_2_ch2_calibrated_noise5snr.wav_273,1,11,6-2,2,FALSE
5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_5_ch2_calibrated_noise5snr.wav,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_5_ch2_calibrated_noise5snr.wav_159,5d5b0dd7c032a2001ad7cf5d,sim_oc06_clear_kn_h17_5_ch2_calibrated_noise5snr,157,159,159,1,24,1-1,1,1,NA,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_5_ch2_calibrated_noise5snr.wav_279,1,15,1-2,2,FALSE
5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_7_ch2_calibrated_noise5snr.wav,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_7_ch2_calibrated_noise5snr.wav_123,5d5b0dd7c032a2001ad7cf5d,sim_oc06_clear_kn_h17_7_ch2_calibrated_noise5snr,121,123,123,1,10,9-1,9,1,NA,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_7_ch2_calibrated_noise5snr.wav_309,1,18,9-2,2,FALSE
5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_nm_h5_5_ch2_calibrated_noise5snr.wav,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_nm_h5_5_ch2_calibrated_noise5snr.wav_183,5d5b0dd7c032a2001ad7cf5d,sim_oc06_clear_nm_h5_5_ch2_calibrated_noise5snr,181,183,183,1,16,12-1,12,1,NA,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_nm_h5_5_ch2_calibrated_noise5snr.wav_267,1,6,12-2,2,FALSE
5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_nm_h5_7_ch2_calibrated_noise5snr.wav,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_nm_h5_7_ch2_calibrated_noise5snr.wav_111,5d5b0dd7c032a2001ad7cf5d,sim_oc06_clear_nm_h5_7_ch2_calibrated_noise5snr,109,111,111,0.8,4,10-1,10,1,NA,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_nm_h5_7_ch2_calibrated_noise5snr.wav_231,0.8,10,10-2,2,FALSE
5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_habitual_kn_h3_1_ch2_calibrated_noise5snr.wav,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_habitual_kn_h3_1_ch2_calibrated_noise5snr.wav_195,5d5b0dd7c032a2001ad7cf5d,sim_oc06_habitual_kn_h3_1_ch2_calibrated_noise5snr,193,195,195,0.8,20,4-1,4,1,NA,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_habitual_kn_h3_1_ch2_calibrated_noise5snr.wav_417,0.8,20,4-2,2,FALSE
5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_habitual_kn_h3_3_ch2_calibrated_noise5snr.wav,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_habitual_kn_h3_3_ch2_calibrated_noise5snr.wav_141,5d5b0dd7c032a2001ad7cf5d,sim_oc06_habitual_kn_h3_3_ch2_calibrated_noise5snr,139,141,141,0.8,40,11-1,11,1,NA,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_habitual_kn_h3_3_ch2_calibrated_noise5snr.wav_285,1,27,11-2,2,FALSE
5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_kn_h11_1_ch2_calibrated_noise5snr.wav,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_kn_h11_1_ch2_calibrated_noise5snr.wav_255,5d5b0dd7c032a2001ad7cf5d,sim_oc06_loud_kn_h11_1_ch2_calibrated_noise5snr,253,255,255,1,26,7-1,7,1,NA,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_kn_h11_1_ch2_calibrated_noise5snr.wav_423,0.8,39,7-2,2,FALSE
5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_kn_h11_3_ch2_calibrated_noise5snr.wav,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_kn_h11_3_ch2_calibrated_noise5snr.wav_237,5d5b0dd7c032a2001ad7cf5d,sim_oc06_loud_kn_h11_3_ch2_calibrated_noise5snr,235,237,237,1,20,5-1,5,1,NA,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_kn_h11_3_ch2_calibrated_noise5snr.wav_351,1,17,5-2,2,FALSE
5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_kn_h11_5_ch2_calibrated_noise5snr.wav,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_kn_h11_5_ch2_calibrated_noise5snr.wav_303,5d5b0dd7c032a2001ad7cf5d,sim_oc06_loud_kn_h11_5_ch2_calibrated_noise5snr,301,303,303,1,24,3-1,3,1,NA,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_kn_h11_5_ch2_calibrated_noise5snr.wav_429,1,19,3-2,2,FALSE
5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_kn_h11_7_ch2_calibrated_noise5snr.wav,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_kn_h11_7_ch2_calibrated_noise5snr.wav_75,5d5b0dd7c032a2001ad7cf5d,sim_oc06_loud_kn_h11_7_ch2_calibrated_noise5snr,73,75,75,0.6,29,8-1,8,1,NA,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_kn_h11_7_ch2_calibrated_noise5snr.wav_243,0.8,28,8-2,2,FALSE
5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_nm_h15_4_ch2_calibrated_noise5snr.wav,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_nm_h15_4_ch2_calibrated_noise5snr.wav_177,5d5b0dd7c032a2001ad7cf5d,sim_oc06_loud_nm_h15_4_ch2_calibrated_noise5snr,175,177,177,1,58,2-1,2,1,NA,5d5b0dd7c032a2001ad7cf5d ./audio/mask-recordings/playlist_04_oc06/sim_oc06_loud_nm_h15_4_ch2_calibrated_noise5snr.wav_465,0.8,51,2-2,2,FALSE
5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_clear_kn_h14_3_ch2_calibrated_noise5snr.wav,5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_clear_kn_h14_3_ch2_calibrated_noise5snr.wav_165,5d5b705b74428400019fbf5e,sim_oc16_clear_kn_h14_3_ch2_calibrated_noise5snr,163,165,165,0.6,60,12-1,12,1,NA,5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_clear_kn_h14_3_ch2_calibrated_noise5snr.wav_399,0.6,75,12-2,2,FALSE
5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_clear_kn_h14_5_ch2_calibrated_noise5snr.wav,5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_clear_kn_h14_5_ch2_calibrated_noise5snr.wav_111,5d5b705b74428400019fbf5e,sim_oc16_clear_kn_h14_5_ch2_calibrated_noise5snr,109,111,111,0.6,27,11-1,11,1,NA,5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_clear_kn_h14_5_ch2_calibrated_noise5snr.wav_447,0.8,56,11-2,2,FALSE
5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_kn_h3_1_ch2_calibrated_noise5snr.wav,5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_kn_h3_1_ch2_calibrated_noise5snr.wav_75,5d5b705b74428400019fbf5e,sim_oc16_habitual_kn_h3_1_ch2_calibrated_noise5snr,73,75,75,0,96,4-1,4,1,NA,5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_kn_h3_1_ch2_calibrated_noise5snr.wav_453,0.8,90,4-2,2,FALSE
5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_kn_h3_8_ch2_calibrated_noise5snr.wav,5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_kn_h3_8_ch2_calibrated_noise5snr.wav_39,5d5b705b74428400019fbf5e,sim_oc16_habitual_kn_h3_8_ch2_calibrated_noise5snr,37,39,39,0,100,2-1,2,1,NA,5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_kn_h3_8_ch2_calibrated_noise5snr.wav_327,0.2,100,2-2,2,FALSE
5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_nm_h2_3_ch2_calibrated_noise5snr.wav,5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_nm_h2_3_ch2_calibrated_noise5snr.wav_189,5d5b705b74428400019fbf5e,sim_oc16_habitual_nm_h2_3_ch2_calibrated_noise5snr,187,189,189,1,23,1-1,1,1,NA,5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_nm_h2_3_ch2_calibrated_noise5snr.wav_357,1,0,1-2,2,FALSE
5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_kn_h4_10_ch2_calibrated_noise5snr.wav,5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_kn_h4_10_ch2_calibrated_noise5snr.wav_105,5d5b705b74428400019fbf5e,sim_oc16_loud_kn_h4_10_ch2_calibrated_noise5snr,103,105,105,1,25,5-1,5,1,NA,5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_kn_h4_10_ch2_calibrated_noise5snr.wav_249,1,2,5-2,2,FALSE
5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_kn_h4_8_ch2_calibrated_noise5snr.wav,5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_kn_h4_8_ch2_calibrated_noise5snr.wav_219,5d5b705b74428400019fbf5e,sim_oc16_loud_kn_h4_8_ch2_calibrated_noise5snr,217,219,219,1,71,9-1,9,1,NA,5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_kn_h4_8_ch2_calibrated_noise5snr.wav_417,1,65,9-2,2,FALSE
5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_nm_h10_7_ch2_calibrated_noise5snr.wav,5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_nm_h10_7_ch2_calibrated_noise5snr.wav_243,5d5b705b74428400019fbf5e,sim_oc16_loud_nm_h10_7_ch2_calibrated_noise5snr,241,243,243,1,9,3-1,3,1,NA,5d5b705b74428400019fbf5e ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_nm_h10_7_ch2_calibrated_noise5snr.wav_441,1,0,3-2,2,FALSE
5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_clear_nm_h13_2_ch2_calibrated_noise5snr.wav,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_clear_nm_h13_2_ch2_calibrated_noise5snr.wav_105,5d5f07cdca10e90016bc0103,sim_oc02_clear_nm_h13_2_ch2_calibrated_noise5snr,103,105,105,1,8,9-1,9,1,NA,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_clear_nm_h13_2_ch2_calibrated_noise5snr.wav_411,1,8,9-2,2,FALSE
5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_clear_nm_h13_3_ch2_calibrated_noise5snr.wav,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_clear_nm_h13_3_ch2_calibrated_noise5snr.wav_309,5d5f07cdca10e90016bc0103,sim_oc02_clear_nm_h13_3_ch2_calibrated_noise5snr,307,309,309,1,14,12-1,12,1,NA,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_clear_nm_h13_3_ch2_calibrated_noise5snr.wav_453,1,31,12-2,2,FALSE
5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_clear_nm_h13_5_ch2_calibrated_noise5snr.wav,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_clear_nm_h13_5_ch2_calibrated_noise5snr.wav_51,5d5f07cdca10e90016bc0103,sim_oc02_clear_nm_h13_5_ch2_calibrated_noise5snr,49,51,51,1,38,10-1,10,1,NA,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_clear_nm_h13_5_ch2_calibrated_noise5snr.wav_447,1,11,10-2,2,FALSE
5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_habitual_kn_h6_6_ch2_calibrated_noise5snr.wav,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_habitual_kn_h6_6_ch2_calibrated_noise5snr.wav_183,5d5f07cdca10e90016bc0103,sim_oc02_habitual_kn_h6_6_ch2_calibrated_noise5snr,181,183,183,0.4,65,11-1,11,1,NA,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_habitual_kn_h6_6_ch2_calibrated_noise5snr.wav_429,1,24,11-2,2,FALSE
5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_habitual_kn_h6_9_ch2_calibrated_noise5snr.wav,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_habitual_kn_h6_9_ch2_calibrated_noise5snr.wav_123,5d5f07cdca10e90016bc0103,sim_oc02_habitual_kn_h6_9_ch2_calibrated_noise5snr,121,123,123,0.6,69,8-1,8,1,NA,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_habitual_kn_h6_9_ch2_calibrated_noise5snr.wav_363,0.6,69,8-2,2,FALSE
5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_habitual_nm_h17_10_ch2_calibrated_noise5snr.wav,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_habitual_nm_h17_10_ch2_calibrated_noise5snr.wav_213,5d5f07cdca10e90016bc0103,sim_oc02_habitual_nm_h17_10_ch2_calibrated_noise5snr,211,213,213,1,7,2-1,2,1,NA,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_habitual_nm_h17_10_ch2_calibrated_noise5snr.wav_333,0.8,28,2-2,2,FALSE
5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_habitual_nm_h17_2_ch2_calibrated_noise5snr.wav,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_habitual_nm_h17_2_ch2_calibrated_noise5snr.wav_165,5d5f07cdca10e90016bc0103,sim_oc02_habitual_nm_h17_2_ch2_calibrated_noise5snr,163,165,165,1,20,3-1,3,1,NA,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_habitual_nm_h17_2_ch2_calibrated_noise5snr.wav_351,1,9,3-2,2,FALSE
5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_habitual_nm_h17_9_ch2_calibrated_noise5snr.wav,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_habitual_nm_h17_9_ch2_calibrated_noise5snr.wav_93,5d5f07cdca10e90016bc0103,sim_oc02_habitual_nm_h17_9_ch2_calibrated_noise5snr,91,93,93,0.8,45,7-1,7,1,NA,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_habitual_nm_h17_9_ch2_calibrated_noise5snr.wav_393,0.8,13,7-2,2,FALSE
5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_loud_kn_h5_1_ch2_calibrated_noise5snr.wav,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_loud_kn_h5_1_ch2_calibrated_noise5snr.wav_129,5d5f07cdca10e90016bc0103,sim_oc02_loud_kn_h5_1_ch2_calibrated_noise5snr,127,129,129,1,29,1-1,1,1,NA,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_loud_kn_h5_1_ch2_calibrated_noise5snr.wav_375,1,18,1-2,2,FALSE
5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_loud_kn_h5_5_ch2_calibrated_noise5snr.wav,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_loud_kn_h5_5_ch2_calibrated_noise5snr.wav_117,5d5f07cdca10e90016bc0103,sim_oc02_loud_kn_h5_5_ch2_calibrated_noise5snr,115,117,117,0.8,36,4-1,4,1,NA,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_loud_kn_h5_5_ch2_calibrated_noise5snr.wav_315,0.8,19,4-2,2,FALSE
5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_loud_nm_h15_1_ch2_calibrated_noise5snr.wav,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_loud_nm_h15_1_ch2_calibrated_noise5snr.wav_201,5d5f07cdca10e90016bc0103,sim_oc02_loud_nm_h15_1_ch2_calibrated_noise5snr,199,201,201,1,2,6-1,6,1,NA,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_loud_nm_h15_1_ch2_calibrated_noise5snr.wav_405,1,0,6-2,2,FALSE
5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_loud_nm_h15_2_ch2_calibrated_noise5snr.wav,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_loud_nm_h15_2_ch2_calibrated_noise5snr.wav_159,5d5f07cdca10e90016bc0103,sim_oc02_loud_nm_h15_2_ch2_calibrated_noise5snr,157,159,159,1,44,5-1,5,1,NA,5d5f07cdca10e90016bc0103 ./audio/mask-recordings/playlist_01_oc02/sim_oc02_loud_nm_h15_2_ch2_calibrated_noise5snr.wav_279,0.8,27,5-2,2,FALSE
5d61a3001c84fc001780f4ad ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_2_ch2_calibrated_noise5snr.wav,5d61a3001c84fc001780f4ad ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_2_ch2_calibrated_noise5snr.wav_219,5d61a3001c84fc001780f4ad,sim_oc06_clear_kn_h17_2_ch2_calibrated_noise5snr,217,219,219,1,51,3-1,3,1,NA,5d61a3001c84fc001780f4ad ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_2_ch2_calibrated_noise5snr.wav_339,1,51,3-2,2,FALSE
5d61a3001c84fc001780f4ad ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_5_ch2_calibrated_noise5snr.wav,5d61a3001c84fc001780f4ad ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_5_ch2_calibrated_noise5snr.wav_147,5d61a3001c84fc001780f4ad,sim_oc06_clear_kn_h17_5_ch2_calibrated_noise5snr,145,147,147,1,2,6-1,6,1,NA,5d61a3001c84fc001780f4ad ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_5_ch2_calibrated_noise5snr.wav_351,1,0,6-2,2,FALSE
5d61a3001c84fc001780f4ad ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_6_ch2_calibrated_noise5snr.wav,5d61a3001c84fc001780f4ad ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_6_ch2_calibrated_noise5snr.wav_63,5d61a3001c84fc001780f4ad,sim_oc06_clear_kn_h17_6_ch2_calibrated_noise5snr,61,63,63,1,10,5-1,5,1,NA,5d61a3001c84fc001780f4ad ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_6_ch2_calibrated_noise5snr.wav_327,1,0,5-2,2,FALSE
5d61a3001c84fc001780f4ad ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_7_ch2_calibrated_noise5snr.wav,5d61a3001c84fc001780f4ad ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_7_ch2_calibrated_noise5snr.wav_129,5d61a3001c84fc001780f4ad,sim_oc06_clear_kn_h17_7_ch2_calibrated_noise5snr,127,129,129,1,13,2-1,2,1,NA,5d61a3001c84fc001780f4ad ./audio/mask-recordings/playlist_04_oc06/sim_oc06_clear_kn_h17_7_ch2_calibrated_noise5snr.wav_291,1,0,2-2,2,FALSE
5d61a3001c84fc001780f4ad ./audio/mask-recordings/playlist_04_oc06/sim_oc06_habitual_kn_h3_10_ch2_calibrated_noise5snr.wav,5d61a3001c84fc001780f4ad ./audio/mask-recordings/playlist_04_oc06/sim_oc06_habitual_kn_h3_10_ch2_calibrated_noise5snr.wav_159,5d61a3001c84fc001780f4ad,sim_oc06_habitual_kn_h3_10_ch2_calibrated_noise5snr,157,159,159,1,12,8-1,8,1,NA,5d61a3001c84fc001780f4ad ./audio/mask-recordings/playlist_04_oc06/sim_oc06_habitual_kn_h3_10_ch2_calibrated_noise5snr.wav_381,1,56,8-2,2,FALSE
