row_id,row_id_matched.x,participant,file,trial_index.x,trial_index.y,trial_index_matched,prop_correct.x,effort.x,reliability_index.x,reliability_index_n,reliability_index_play.x,reliability_effort_difference,row_id_matched.y,prop_correct.y,effort.y,reliability_index.y,reliability_index_play.y,duplicate
614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_kn_h10_5_ch2_calibrated_noise5snr.wav,614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_kn_h10_5_ch2_calibrated_noise5snr.wav_249,614f08a78143ac540c204c35,sim_pd11_habitual_kn_h10_5_ch2_calibrated_noise5snr,247,249,249,0,94,7-1,7,1,NA,614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_kn_h10_5_ch2_calibrated_noise5snr.wav_453,0,100,7-2,2,FALSE
614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_kn_h10_9_ch2_calibrated_noise5snr.wav,614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_kn_h10_9_ch2_calibrated_noise5snr.wav_183,614f08a78143ac540c204c35,sim_pd11_habitual_kn_h10_9_ch2_calibrated_noise5snr,181,183,183,0.4,93,11-1,11,1,NA,614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_kn_h10_9_ch2_calibrated_noise5snr.wav_261,0.4,74,11-2,2,FALSE
614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_nm_h15_2_ch2_calibrated_noise5snr.wav,614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_nm_h15_2_ch2_calibrated_noise5snr.wav_99,614f08a78143ac540c204c35,sim_pd11_habitual_nm_h15_2_ch2_calibrated_noise5snr,97,99,99,0.8,42,8-1,8,1,NA,614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_nm_h15_2_ch2_calibrated_noise5snr.wav_423,0.8,62,8-2,2,FALSE
614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_nm_h15_4_ch2_calibrated_noise5snr.wav,614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_nm_h15_4_ch2_calibrated_noise5snr.wav_315,614f08a78143ac540c204c35,sim_pd11_habitual_nm_h15_4_ch2_calibrated_noise5snr,313,315,315,0.8,79,1-1,1,1,NA,614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_nm_h15_4_ch2_calibrated_noise5snr.wav_447,1,93,1-2,2,FALSE
614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_nm_h15_9_ch2_calibrated_noise5snr.wav,614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_nm_h15_9_ch2_calibrated_noise5snr.wav_165,614f08a78143ac540c204c35,sim_pd11_habitual_nm_h15_9_ch2_calibrated_noise5snr,163,165,165,0.2,92,3-1,3,1,NA,614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_habitual_nm_h15_9_ch2_calibrated_noise5snr.wav_393,0,92,3-2,2,FALSE
614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_kn_h7_2_ch2_calibrated_noise5snr.wav,614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_kn_h7_2_ch2_calibrated_noise5snr.wav_117,614f08a78143ac540c204c35,sim_pd11_loud_kn_h7_2_ch2_calibrated_noise5snr,115,117,117,0.2,100,12-1,12,1,NA,614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_kn_h7_2_ch2_calibrated_noise5snr.wav_297,0.6,97,12-2,2,FALSE
614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_nm_h12_10_ch2_calibrated_noise5snr.wav,614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_nm_h12_10_ch2_calibrated_noise5snr.wav_87,614f08a78143ac540c204c35,sim_pd11_loud_nm_h12_10_ch2_calibrated_noise5snr,85,87,87,0.8,1,2-1,2,1,NA,614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_nm_h12_10_ch2_calibrated_noise5snr.wav_327,0.8,4,2-2,2,FALSE
614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_nm_h12_3_ch2_calibrated_noise5snr.wav,614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_nm_h12_3_ch2_calibrated_noise5snr.wav_81,614f08a78143ac540c204c35,sim_pd11_loud_nm_h12_3_ch2_calibrated_noise5snr,79,81,81,0,100,6-1,6,1,NA,614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_nm_h12_3_ch2_calibrated_noise5snr.wav_387,0,100,6-2,2,FALSE
614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_nm_h12_7_ch2_calibrated_noise5snr.wav,614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_nm_h12_7_ch2_calibrated_noise5snr.wav_171,614f08a78143ac540c204c35,sim_pd11_loud_nm_h12_7_ch2_calibrated_noise5snr,169,171,171,0,98,9-1,9,1,NA,614f08a78143ac540c204c35 ./audio/mask-recordings/playlist_15_pd11/sim_pd11_loud_nm_h12_7_ch2_calibrated_noise5snr.wav_411,0,80,9-2,2,FALSE
614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_clear_kn_h14_2_ch2_calibrated_noise5snr.wav,614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_clear_kn_h14_2_ch2_calibrated_noise5snr.wav_81,614f58258eaf7063aa888d90,sim_oc16_clear_kn_h14_2_ch2_calibrated_noise5snr,79,81,81,1,1,11-1,11,1,NA,614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_clear_kn_h14_2_ch2_calibrated_noise5snr.wav_279,1,0,11-2,2,FALSE
614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_clear_kn_h14_8_ch2_calibrated_noise5snr.wav,614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_clear_kn_h14_8_ch2_calibrated_noise5snr.wav_69,614f58258eaf7063aa888d90,sim_oc16_clear_kn_h14_8_ch2_calibrated_noise5snr,67,69,69,0.8,74,10-1,10,1,NA,614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_clear_kn_h14_8_ch2_calibrated_noise5snr.wav_237,0.6,55,10-2,2,FALSE
614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_kn_h3_1_ch2_calibrated_noise5snr.wav,614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_kn_h3_1_ch2_calibrated_noise5snr.wav_171,614f58258eaf7063aa888d90,sim_oc16_habitual_kn_h3_1_ch2_calibrated_noise5snr,169,171,171,0.8,82,7-1,7,1,NA,614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_kn_h3_1_ch2_calibrated_noise5snr.wav_345,0.8,3,7-2,2,FALSE
614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_nm_h2_1_ch2_calibrated_noise5snr.wav,614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_nm_h2_1_ch2_calibrated_noise5snr.wav_45,614f58258eaf7063aa888d90,sim_oc16_habitual_nm_h2_1_ch2_calibrated_noise5snr,43,45,45,1,12,8-1,8,1,NA,614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_nm_h2_1_ch2_calibrated_noise5snr.wav_267,1,0,8-2,2,FALSE
614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_nm_h2_6_ch2_calibrated_noise5snr.wav,614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_nm_h2_6_ch2_calibrated_noise5snr.wav_39,614f58258eaf7063aa888d90,sim_oc16_habitual_nm_h2_6_ch2_calibrated_noise5snr,37,39,39,0,93,5-1,5,1,NA,614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_habitual_nm_h2_6_ch2_calibrated_noise5snr.wav_369,1,1,5-2,2,FALSE
614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_kn_h4_10_ch2_calibrated_noise5snr.wav,614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_kn_h4_10_ch2_calibrated_noise5snr.wav_249,614f58258eaf7063aa888d90,sim_oc16_loud_kn_h4_10_ch2_calibrated_noise5snr,247,249,249,0.8,86,4-1,4,1,NA,614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_kn_h4_10_ch2_calibrated_noise5snr.wav_375,0.8,86,4-2,2,FALSE
614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_kn_h4_7_ch2_calibrated_noise5snr.wav,614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_kn_h4_7_ch2_calibrated_noise5snr.wav_243,614f58258eaf7063aa888d90,sim_oc16_loud_kn_h4_7_ch2_calibrated_noise5snr,241,243,243,1,76,2-1,2,1,NA,614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_kn_h4_7_ch2_calibrated_noise5snr.wav_351,1,6,2-2,2,FALSE
614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_kn_h4_9_ch2_calibrated_noise5snr.wav,614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_kn_h4_9_ch2_calibrated_noise5snr.wav_63,614f58258eaf7063aa888d90,sim_oc16_loud_kn_h4_9_ch2_calibrated_noise5snr,61,63,63,0.2,87,9-1,9,1,NA,614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_kn_h4_9_ch2_calibrated_noise5snr.wav_297,0.4,89,9-2,2,FALSE
614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_nm_h10_10_ch2_calibrated_noise5snr.wav,614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_nm_h10_10_ch2_calibrated_noise5snr.wav_213,614f58258eaf7063aa888d90,sim_oc16_loud_nm_h10_10_ch2_calibrated_noise5snr,211,213,213,1,7,12-1,12,1,NA,614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_nm_h10_10_ch2_calibrated_noise5snr.wav_453,1,3,12-2,2,FALSE
614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_nm_h10_7_ch2_calibrated_noise5snr.wav,614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_nm_h10_7_ch2_calibrated_noise5snr.wav_135,614f58258eaf7063aa888d90,sim_oc16_loud_nm_h10_7_ch2_calibrated_noise5snr,133,135,135,1,0,1-1,1,1,NA,614f58258eaf7063aa888d90 ./audio/mask-recordings/playlist_20_oc16/sim_oc16_loud_nm_h10_7_ch2_calibrated_noise5snr.wav_339,1,3,1-2,2,FALSE
614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_kn_h12_6_ch2_calibrated_noise5snr.wav,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_kn_h12_6_ch2_calibrated_noise5snr.wav_195,614fff0ee955434ed89cdd6a,sim_pd15_clear_kn_h12_6_ch2_calibrated_noise5snr,193,195,195,1,13,3-1,3,1,NA,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_kn_h12_6_ch2_calibrated_noise5snr.wav_447,1,7,3-2,2,FALSE
614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_kn_h12_7_ch2_calibrated_noise5snr.wav,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_kn_h12_7_ch2_calibrated_noise5snr.wav_177,614fff0ee955434ed89cdd6a,sim_pd15_clear_kn_h12_7_ch2_calibrated_noise5snr,175,177,177,0.8,50,11-1,11,1,NA,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_kn_h12_7_ch2_calibrated_noise5snr.wav_417,0.8,33,11-2,2,FALSE
614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_kn_h12_8_ch2_calibrated_noise5snr.wav,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_kn_h12_8_ch2_calibrated_noise5snr.wav_75,614fff0ee955434ed89cdd6a,sim_pd15_clear_kn_h12_8_ch2_calibrated_noise5snr,73,75,75,0.8,62,5-1,5,1,NA,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_kn_h12_8_ch2_calibrated_noise5snr.wav_423,1,16,5-2,2,FALSE
614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_kn_h12_9_ch2_calibrated_noise5snr.wav,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_kn_h12_9_ch2_calibrated_noise5snr.wav_237,614fff0ee955434ed89cdd6a,sim_pd15_clear_kn_h12_9_ch2_calibrated_noise5snr,235,237,237,0.8,38,8-1,8,1,NA,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_kn_h12_9_ch2_calibrated_noise5snr.wav_327,0.8,56,8-2,2,FALSE
614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_nm_h8_1_ch2_calibrated_noise5snr.wav,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_nm_h8_1_ch2_calibrated_noise5snr.wav_249,614fff0ee955434ed89cdd6a,sim_pd15_clear_nm_h8_1_ch2_calibrated_noise5snr,247,249,249,1,39,10-1,10,1,NA,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_nm_h8_1_ch2_calibrated_noise5snr.wav_399,1,9,10-2,2,FALSE
614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_nm_h8_4_ch2_calibrated_noise5snr.wav,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_nm_h8_4_ch2_calibrated_noise5snr.wav_219,614fff0ee955434ed89cdd6a,sim_pd15_clear_nm_h8_4_ch2_calibrated_noise5snr,217,219,219,1,1,7-1,7,1,NA,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_nm_h8_4_ch2_calibrated_noise5snr.wav_351,1,7,7-2,2,FALSE
614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_nm_h8_7_ch2_calibrated_noise5snr.wav,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_nm_h8_7_ch2_calibrated_noise5snr.wav_183,614fff0ee955434ed89cdd6a,sim_pd15_clear_nm_h8_7_ch2_calibrated_noise5snr,181,183,183,0.8,26,6-1,6,1,NA,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_clear_nm_h8_7_ch2_calibrated_noise5snr.wav_375,1,7,6-2,2,FALSE
614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_kn_h2_10_ch2_calibrated_noise5snr.wav,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_kn_h2_10_ch2_calibrated_noise5snr.wav_171,614fff0ee955434ed89cdd6a,sim_pd15_habitual_kn_h2_10_ch2_calibrated_noise5snr,169,171,171,0.8,50,12-1,12,1,NA,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_kn_h2_10_ch2_calibrated_noise5snr.wav_393,0.6,71,12-2,2,FALSE
614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_kn_h2_6_ch2_calibrated_noise5snr.wav,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_kn_h2_6_ch2_calibrated_noise5snr.wav_147,614fff0ee955434ed89cdd6a,sim_pd15_habitual_kn_h2_6_ch2_calibrated_noise5snr,145,147,147,0.8,1,4-1,4,1,NA,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_habitual_kn_h2_6_ch2_calibrated_noise5snr.wav_291,0.8,14,4-2,2,FALSE
614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_10_ch2_calibrated_noise5snr.wav,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_10_ch2_calibrated_noise5snr.wav_105,614fff0ee955434ed89cdd6a,sim_pd15_loud_kn_h5_10_ch2_calibrated_noise5snr,103,105,105,0.6,50,2-1,2,1,NA,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_10_ch2_calibrated_noise5snr.wav_231,1,4,2-2,2,FALSE
614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_5_ch2_calibrated_noise5snr.wav,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_5_ch2_calibrated_noise5snr.wav_135,614fff0ee955434ed89cdd6a,sim_pd15_loud_kn_h5_5_ch2_calibrated_noise5snr,133,135,135,1,50,1-1,1,1,NA,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_5_ch2_calibrated_noise5snr.wav_267,1,34,1-2,2,FALSE
614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_7_ch2_calibrated_noise5snr.wav,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_7_ch2_calibrated_noise5snr.wav_57,614fff0ee955434ed89cdd6a,sim_pd15_loud_kn_h5_7_ch2_calibrated_noise5snr,55,57,57,1,50,9-1,9,1,NA,614fff0ee955434ed89cdd6a ./audio/mask-recordings/playlist_18_pd15/sim_pd15_loud_kn_h5_7_ch2_calibrated_noise5snr.wav_453,1,28,9-2,2,FALSE
6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_clear_kn_h15_4_ch2_calibrated_noise5snr.wav,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_clear_kn_h15_4_ch2_calibrated_noise5snr.wav_141,6154973c69da7c97996a19f6,sim_oc09_clear_kn_h15_4_ch2_calibrated_noise5snr,139,141,141,1,13,8-1,8,1,NA,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_clear_kn_h15_4_ch2_calibrated_noise5snr.wav_261,1,5,8-2,2,FALSE
6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_clear_kn_h15_8_ch2_calibrated_noise5snr.wav,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_clear_kn_h15_8_ch2_calibrated_noise5snr.wav_177,6154973c69da7c97996a19f6,sim_oc09_clear_kn_h15_8_ch2_calibrated_noise5snr,175,177,177,1,20,5-1,5,1,NA,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_clear_kn_h15_8_ch2_calibrated_noise5snr.wav_405,1,5,5-2,2,FALSE
6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_clear_kn_h15_9_ch2_calibrated_noise5snr.wav,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_clear_kn_h15_9_ch2_calibrated_noise5snr.wav_135,6154973c69da7c97996a19f6,sim_oc09_clear_kn_h15_9_ch2_calibrated_noise5snr,133,135,135,1,6,11-1,11,1,NA,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_clear_kn_h15_9_ch2_calibrated_noise5snr.wav_441,1,5,11-2,2,FALSE
6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_clear_nm_h10_1_ch2_calibrated_noise5snr.wav,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_clear_nm_h10_1_ch2_calibrated_noise5snr.wav_195,6154973c69da7c97996a19f6,sim_oc09_clear_nm_h10_1_ch2_calibrated_noise5snr,193,195,195,1,25,4-1,4,1,NA,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_clear_nm_h10_1_ch2_calibrated_noise5snr.wav_339,1,3,4-2,2,FALSE
6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_clear_nm_h10_7_ch2_calibrated_noise5snr.wav,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_clear_nm_h10_7_ch2_calibrated_noise5snr.wav_39,6154973c69da7c97996a19f6,sim_oc09_clear_nm_h10_7_ch2_calibrated_noise5snr,37,39,39,1,3,2-1,2,1,NA,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_clear_nm_h10_7_ch2_calibrated_noise5snr.wav_285,1,5,2-2,2,FALSE
6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_habitual_kn_h3_2_ch2_calibrated_noise5snr.wav,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_habitual_kn_h3_2_ch2_calibrated_noise5snr.wav_171,6154973c69da7c97996a19f6,sim_oc09_habitual_kn_h3_2_ch2_calibrated_noise5snr,169,171,171,1,7,10-1,10,1,NA,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_habitual_kn_h3_2_ch2_calibrated_noise5snr.wav_417,1,5,10-2,2,FALSE
6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_habitual_kn_h3_8_ch2_calibrated_noise5snr.wav,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_habitual_kn_h3_8_ch2_calibrated_noise5snr.wav_201,6154973c69da7c97996a19f6,sim_oc09_habitual_kn_h3_8_ch2_calibrated_noise5snr,199,201,201,0.8,37,1-1,1,1,NA,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_habitual_kn_h3_8_ch2_calibrated_noise5snr.wav_333,1,25,1-2,2,FALSE
6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_habitual_nm_h14_10_ch2_calibrated_noise5snr.wav,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_habitual_nm_h14_10_ch2_calibrated_noise5snr.wav_81,6154973c69da7c97996a19f6,sim_oc09_habitual_nm_h14_10_ch2_calibrated_noise5snr,79,81,81,1,10,3-1,3,1,NA,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_habitual_nm_h14_10_ch2_calibrated_noise5snr.wav_249,0.8,6,3-2,2,FALSE
6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_habitual_nm_h14_5_ch2_calibrated_noise5snr.wav,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_habitual_nm_h14_5_ch2_calibrated_noise5snr.wav_207,6154973c69da7c97996a19f6,sim_oc09_habitual_nm_h14_5_ch2_calibrated_noise5snr,205,207,207,1,18,9-1,9,1,NA,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_habitual_nm_h14_5_ch2_calibrated_noise5snr.wav_375,1,6,9-2,2,FALSE
6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_habitual_nm_h14_9_ch2_calibrated_noise5snr.wav,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_habitual_nm_h14_9_ch2_calibrated_noise5snr.wav_45,6154973c69da7c97996a19f6,sim_oc09_habitual_nm_h14_9_ch2_calibrated_noise5snr,43,45,45,1,15,6-1,6,1,NA,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_habitual_nm_h14_9_ch2_calibrated_noise5snr.wav_267,1,5,6-2,2,FALSE
6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_loud_nm_h11_10_ch2_calibrated_noise5snr.wav,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_loud_nm_h11_10_ch2_calibrated_noise5snr.wav_129,6154973c69da7c97996a19f6,sim_oc09_loud_nm_h11_10_ch2_calibrated_noise5snr,127,129,129,1,23,12-1,12,1,NA,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_loud_nm_h11_10_ch2_calibrated_noise5snr.wav_435,0.8,8,12-2,2,FALSE
6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_loud_nm_h11_2_ch2_calibrated_noise5snr.wav,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_loud_nm_h11_2_ch2_calibrated_noise5snr.wav_99,6154973c69da7c97996a19f6,sim_oc09_loud_nm_h11_2_ch2_calibrated_noise5snr,97,99,99,1,10,7-1,7,1,NA,6154973c69da7c97996a19f6 ./audio/mask-recordings/playlist_07_oc09/sim_oc09_loud_nm_h11_2_ch2_calibrated_noise5snr.wav_465,1,4,7-2,2,FALSE
61575f1257634f8182c29c16 ./audio/mask-recordings/playlist_03_oc05/sim_oc05_clear_kn_h3_2h_ch2_calibrated_noise5snr.wav,61575f1257634f8182c29c16 ./audio/mask-recordings/playlist_03_oc05/sim_oc05_clear_kn_h3_2h_ch2_calibrated_noise5snr.wav_153,61575f1257634f8182c29c16,sim_oc05_clear_kn_h3_2h_ch2_calibrated_noise5snr,151,153,153,1,19,7-1,7,1,NA,61575f1257634f8182c29c16 ./audio/mask-recordings/playlist_03_oc05/sim_oc05_clear_kn_h3_2h_ch2_calibrated_noise5snr.wav_297,1,2,7-2,2,FALSE
